tweet_id	label
SMM4H2022qLUQBRHYD1Z3P0Bw	NoADE
SMM4H2022Y7dIrCNzlZ6OHWmY	NoADE
SMM4H2022YDKxa7o2NC3erEdl	NoADE
SMM4H2022qovo6eqwcAGzSMC1	NoADE
SMM4H2022Bz5GaKU5KUEK9qDC	NoADE
SMM4H2022FITmKex9zZMZygwf	NoADE
SMM4H2022qnlTCXt2nzpKLRj6	NoADE
SMM4H2022RenM6tTfE1J2Shfy	NoADE
SMM4H2022Xpmxg96fzRkyUOwd	NoADE
SMM4H2022UsQOREUBkMZlbbta	ADE
SMM4H2022sn9YEF3EPubQmA35	NoADE
SMM4H2022r24EQOFlgtpCy4lu	NoADE
SMM4H2022ssif5zVM44hHoJp8	NoADE
SMM4H2022VpXgcvxev328BWBk	NoADE
SMM4H2022Jk2D6rdvYLO66Nk8	NoADE
SMM4H2022qD7APdSh0G2X1GJQ	NoADE
SMM4H2022ZZjr3VsXz5o5oU5K	NoADE
SMM4H20225f5oNFCT5Lml4R09	NoADE
SMM4H2022lfiXOjT4g0eem2xM	NoADE
SMM4H20222LEdnhxQ2eUENQ5g	NoADE
SMM4H2022jwJORW7d3qYO2le9	NoADE
SMM4H202229Qm3Zb6sn6LMFMt	ADE
SMM4H2022k0cVKBa0soQyMenw	NoADE
SMM4H2022q4KAqc7UHi0QVH0O	NoADE
SMM4H2022tfgurwkNHWlyIsSJ	NoADE
SMM4H2022IkVy2oHzEfcIP2IJ	NoADE
SMM4H2022jAlM1XfVQWPdkMKy	NoADE
SMM4H2022QBx2EhdYu1h1tfr0	NoADE
SMM4H2022pvzB4f5hTYicHdOj	NoADE
SMM4H2022GeW2mGArOLmn74V7	ADE
SMM4H2022IsWN63BCDcZsgKqG	NoADE
SMM4H20221VO5t6eKX0VGesEF	NoADE
SMM4H2022SOL8XhFs0XrVJOYq	NoADE
SMM4H2022kCJ79FGiPnHyyR1F	NoADE
SMM4H20227fY26qT85zsPMGYJ	NoADE
SMM4H2022WQ1OjFBKDOgO3boO	NoADE
SMM4H20225fpho0YgHhovqnHH	NoADE
SMM4H2022Y4CYWf1h4PuJVOTg	NoADE
SMM4H2022ndESJN2ULI2Gsu6P	NoADE
SMM4H2022DeIp6lKA2piSO1zs	NoADE
SMM4H2022Jlm78f3L7E44C43k	NoADE
SMM4H2022FMjJig6Q7PB82WEP	NoADE
SMM4H2022eEAl69hFSEJgGesA	NoADE
SMM4H20221jTISBqBAUyhhMoL	NoADE
SMM4H2022qDEr0ylBlqGZ438g	NoADE
SMM4H2022nUHpfQ5C54i83LKf	NoADE
SMM4H2022hP2vYJnVXuwwBAQW	NoADE
SMM4H2022mG3wBSFq7ELqcwdw	NoADE
SMM4H2022cHx12FW9wkl8YBDk	NoADE
SMM4H2022EkFET0N6KDmWMUDq	NoADE
SMM4H2022AbgsdFHRhSmB5Wuo	NoADE
SMM4H2022RL5Rytd6TRMa8LnQ	NoADE
SMM4H2022kuJPf6wroRoALD4l	NoADE
SMM4H2022f4YMFFV5AiC7nsrl	NoADE
SMM4H2022btQuWPTx4MCG4d6m	NoADE
SMM4H202262Ov1Cu6LWmPEutE	NoADE
SMM4H20228cpkQsMdvj1ramuj	NoADE
SMM4H2022ENBbLH8CI3owlocB	NoADE
SMM4H2022Ho9XeHsdbRBDHcul	NoADE
SMM4H2022mTI8p83JokfuJ2vx	NoADE
SMM4H20229zppNq9lZxi0YdKG	NoADE
SMM4H20229YdVV8DZjhjKPr0l	ADE
SMM4H20223ifTWqxft46SPaJc	NoADE
SMM4H202271IHTmOVk9dpm6Ox	NoADE
SMM4H20221NX6sl37Vu6nYPi8	ADE
SMM4H2022Q193ZFGjzPTropT3	NoADE
SMM4H2022FqOZHYJMMuOCYc95	NoADE
SMM4H2022ddc8lc9FBc3liJ9e	NoADE
SMM4H2022YjSuDa3CGKN2Xc6a	NoADE
SMM4H2022OPQZO3rcWUptcd9L	NoADE
SMM4H2022J2sXxoBmSdsQMX5x	NoADE
SMM4H2022iqELB2IRsXKZLb9M	NoADE
SMM4H2022OmJzlxUIngBJFw6O	NoADE
SMM4H2022GLnAq3ehHBodqkUP	NoADE
SMM4H2022YWwDeyHsqlRMZuZd	NoADE
SMM4H2022myhp4FhuDSBA1rHm	NoADE
SMM4H2022A47FwJeCCcCFj3kk	NoADE
SMM4H2022yBuTAfscPy7jvbKI	NoADE
SMM4H2022QWuAHprKnkrUV9SL	ADE
SMM4H20228mX9fA2RNHPxFUHk	NoADE
SMM4H2022VHTR9Wxc63fMIXVM	NoADE
SMM4H20223Vm5ga09UEJmJhHO	NoADE
SMM4H2022Ox9Qrl0eAOFIKDbX	NoADE
SMM4H2022C2RKL0QA1jysi2TN	NoADE
SMM4H2022QF4F81WqhjZVJCBT	NoADE
SMM4H2022qIDX79eZwgUjkxEX	NoADE
SMM4H2022Ym0VtkxIwwsbHKCg	NoADE
SMM4H2022Ge86YjbSoBbhsCHo	NoADE
SMM4H2022C3w2mQIPNKHM44We	NoADE
SMM4H2022TTq18J4BQ4ouXkRf	NoADE
SMM4H2022jxyfh2MXJzf3Lmtw	NoADE
SMM4H2022f219n7WEy4Js4FRw	NoADE
SMM4H2022yLQX3H0zmiZzvbDY	NoADE
